diff_infos,new_price,old_price,nr_of_reviews,rating,availability
"Laptop Apple MacBook Air 13, ecran Retina, procesor Intel® Core™ i5 1.60 GHz, 8GB RAM, 128GB SSD, Intel UHD Graphics 617, macOS, INT KB, Gold",6.62711 Lei,,4 review-uri,width: 75%,ultimul produs in stoc
"Laptop ultraportabil Lenovo Yoga S740 cu procesor Intel® Core i5-1035G4 pana la 3.70 GHz Ice Lake, 14"", Full HD, IPS, 8GB, 512GB SSD, Intel Iris Plus Graphics, Windows 10 Home, Iron Grey",4.49999 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Lenovo V330-15IKB cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 512GB SSD, AMD Radeon 530 2GB, Free DOS, Iron Grey",3.60300 Lei,"4.86100 Lei(-25%)
                ",2 review-uri,width: 100%,livrare in 4 zile
"Laptop ASUS X541UA-GO1376 cu procesor Intel® Core™ i3-7100U 2.40 GHz, Kaby Lake, 15.6"", 4GB, 500GB, Intel® HD Graphics 620, Endless OS, Chocolate Black",1.52900 Lei,"1.79899 Lei(-15%)
                ",13 review-uri,width: 81.6%,ultimul produs in stoc
"Laptop gaming ASUS ROG Strix G531GV cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz Coffee Lake, 15.6"", Full HD, IPS, 120Hz, 16GB, 1TB SSD, NVIDIA® GeForce RTX™ 2060 6GB, Free DOS, Black",7.99999 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop ASUS ZenBook Pro 15 UX550GE cu procesor Intel® Core™ i5-8300H pana la 4.00 GHz, Coffee Lake, 15.6"", Full HD, 8GB, 256GB M.2 SSD, NVIDIA GeForce GTX 1050 Ti 4GB, Microsoft Windows 10 Pro, Deep Dive Blue",5.99900 Lei,"6.89900 Lei(-13%)
                ",1 review,width: 100%,ultimul produs in stoc
"Laptop Asus X509FJ-EJ114, Intel Core i5-8265U, 15.6inch, RAM 8GB, SSD 512GB, nVidia GeForce MX230 2GB, Endless OS, Transparent Silver",2.99999 Lei,"3.49999 Lei(-14%)
                ",0 review-uri,width: 0%,livrare in 3 zile
"Laptop HP Probook 650 G4 15.6 inch, Full HD, Intel i7-8650U, 16GB DDR4, 512GB SSD, Cititor amprenta, Win10 Pro, Argintiu",6.83400 Lei,"8.67900 Lei(-21%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop ultraportabil Asus ZenBook Pro Duo UX581GV cu procesor Intel® Core™ i7-9750H pana la 4.5 GHz, 15.6"", 4K, 16GB, 512GB SSD M.2, NVIDIA GeForce RTX 2060 6GB, Windows 10 Pro, Celestial Blue",13.23756 Lei,"15.49999 Lei(-14%)
                ",2 review-uri,width: 100%,livrare in 4 zile
"Laptop ASUS A540MA cu procesor Intel® Celeron® N4000 pana la 2.60 GHz, 15.6"", 4GB, 500GB, Intel UHD Graphics 600, Microsoft Windows 10, Chocolate Black",1.52320 Lei,"1.78381 Lei(-14%)
                ",7 review-uri,width: 68.6%,ultimul produs in stoc
"Laptop Apple MacBook Air 13, ecran Retina, procesor Intel® Core™ i5 1.60 GHz, 8GB RAM, 128GB SSD, Intel UHD Graphics 617, macOS, ROM KB, Silver",6.62711 Lei,,5 review-uri,width: 88%,ultimul produs in stoc
"Laptop Lenovo V330-15IKBISK, Intel Core i5-8250U, Full HD, 8GB DDR4, SSD 256 GB, HDD 1 TB, placa grafica dedicata 2 GB ,DVD-RW, Free DOS",3.04640 Lei,"3.33081 Lei(-8%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop ASUS X540UB cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 1TB, NVIDIA GeForce MX110 2GB, Endless OS, Chocolate Black, No ODD",1.55295 Lei,"1.79999 Lei(-13%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Apple MacBook Pro 15, ecran Retina, Touch Bar, procesor Intel® Core™ i9 2.30 GHz, 16GB, 512GB SSD, Radeon Pro 560X W 4GB, macOS Mojave, INT KB, Silver",14.51800 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop HP 250 G6 cu procesor Intel® Pentium® Silver N5000 pana la 2.70 GHz, 15.6"", 4GB, 500GB, DVD-RW, Intel® UHD Graphics 605, Free DOS, Dark Ash Silver",1.51990 Lei,"1.99990 Lei(-24%)
                ",1 review,width: 100%,ultimul produs in stoc
"Laptop Gaming Asus ROG G531GU-ES302, Intel® Core™ i7-9750H, 8GB DDR4, HDD 1TB Hybrid (FireCuda) + SSD 512GB, NVIDIA GeForce GTX 1660Ti 6GB, Free DOS",6.59999 Lei,"7.79999 Lei(-15%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Lenovo ThinkPad X390 Yoga cu procesor Intel Core i5-8265U pana la 3.90 GHz, 13.3"", Full HD, IPS, 8GB, 512GB SSD, Intel UHD Graphics 620, Windows 10 Pro, Black",8.99999 Lei,"9.19999 Lei(-20000 Lei)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop ASUS N705FN cu procesor Intel® Core™ i7-8565U pana la 4.6 GHz, 17.3"", Full HD, 8GB, 256GB SSD M.2, NVIDIA GeForce MX150 2GB, Endless OS, Grey Metal",4.39900 Lei,4.59900 Lei,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Hp Zbook Studio G5, Procesor i7-8850H, 16Gb Ram, Nvidia Quadro P1000 (4GB GDDR5), Ssd 512Gb Nvme, Win 10 Pro Wks",14.28000 Lei,"15.47000 Lei(-7%)
                ",1 review,width: 80%,ultimul produs in stoc
"Laptop 2-in-1 HP 13.3'' EliteBook x360 1030 G2, FHD Touch, Intel Core i5-7200U, 8GB DDR4, 256GB SSD, GMA HD 620, Win 10 Pro",6.34600 Lei,"9.76400 Lei(-35%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Apple MacBook Air 13, ecran Retina, procesor Intel® Core™ i5 1.60 GHz, 8GB RAM, 256GB SSD, Intel UHD Graphics 617, macOS, INT KB, Gold",7.19999 Lei,"7.69999 Lei(-6%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Lenovo V330-15IKB cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 512GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Iron Gray",3.99999 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Gaming Dell Inspiron 5587 G5 cu procesor Intel Core i5- 8300H pana la 4.0 Ghz, 15.6"", Full HD, 8GB, 128GB SSD M.2 + 1TB HDD, NVIDIA GeForce GTX 1050 Ti 4GB, Windows 10, Black",5.19999 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Gaming Lenovo Legion Y740-17IRH cu pocesor Intel Core i7-9750H pana la 4.5 GHz, 17.3"", Full HD, IPS, 16GB, 1TB SSD M.2, NVIDIA GeForce GTX 1660Ti 6GB, Free DOS, Black",8.05000 Lei,"11.26700 Lei(-28%)
                ",2 review-uri,width: 100%,livrare in 4 zile
"Laptop ASUS S510UA-BQ423 cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 256GB M.2 SSD, Intel UHD Graphics 620, Endless OS, Gold Metal",2.71400 Lei,"3.29900 Lei(-17%)
                ",6 review-uri,width: 83.4%,ultimul produs in stoc
"Laptop ASUS X541UV-GO1484 cu procesor Intel® Core™ i3-7100U 2.40 GHz, Kaby Lake, 15.6"", 4GB, 500GB, NVIDIA® GeForce® 920MX 2GB, Endless OS, Red",2.09999 Lei,,2 review-uri,width: 80%,ultimul produs in stoc
"Laptop ultraportabil Lenovo Ideapad S340-14IWL cu procesor Intel® Core i5-8265U pana la 3.90 GHz, 14"", Full HD, IPS, 8GB, 512GB SSD, Intel UHD Graphics 620, Free DOS, Platinum Grey",2.99999 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop HP 15-da0068nq cu procesor Intel Core i5-8250U pana la 3.4 GHz, 15.6”, Full HD, 8GB, 1TB HDD, Nvidia GeForce MX110 2GB, DVD-RW, Windows 10, Sparkling Black",3.59999 Lei,"4.19999 Lei(-14%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Gaming Lenovo Legion Y530-15ICH cu procesor Intel® Core™ i5-8300H pana la 4.00 GHz, Coffee Lake, 15.6"", Full HD, IPS, 144Hz, 8GB, 512GB SSD, NVIDIA® GeForce® GTX 1050 Ti 4GB, Free DOS, Black",4.70050 Lei,"4.99800 Lei(-6%)
                ",18 review-uri,width: 83.4%,ultimul produs in stoc
"Laptop 2in1 Asus VivoBook Flip TP412UA-EC071T (Procesor Intel® Core™ i7-8550U 14"" FHD",4.02101 Lei,"4.50000 Lei(-10%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop ultraportabil HP EliteBook 820 G3 cu procesor Intel® Core™ i5-6200U pana la 2.80 GHz, Skylake, 12.5"", Full HD, 4GB, 128GB SSD, Intel® HD Graphics, FPR, Microsoft Windows 7 Pro + Windows 10 Pro, Silver",3.82499 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop HP ProBook 450 G5 cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 15.6"", Full HD, 16GB, 512GB SSD, Intel UHD Graphics 620, FingerPrint Reader, Microsoft Windows 10 Pro, Silver",5.71200 Lei,"6.90200 Lei(-17%)
                ",1 review,width: 100%,ultimul produs in stoc
"Laptop ultraportabil Toshiba Portege A30-C-1CW cu procesor Intel® Core™ i5-6200U 2.30 GHz, Skylake™, 13.3"", Full HD, 8GB, 256GB SSD, DVD-RW, Intel® HD Graphics 520, Microsoft Windows 10 Pro, Black",5.29999 Lei,"6.69999 Lei(-20%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop 2 in 1 Toshiba Portege X20W-E-10H cu procesor Intel® Core™ i5-7200U pana la 3.10 GHz, Kaby Lake, 12.5"", Full HD, Touch, 8GB, 256GB SSD, Intel® HD Graphics, 4G LTE, Microsoft Windows 10 Pro, Onyx Blue",8.81999 Lei,9.29999 Lei,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Lenovo V330-15IKB cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 15.6"", Full HD, 8 GB, 1TB HDD + 256GB SSD, placa video dedicata 2GB, Free DOS, Iron Gray",3.68900 Lei,"4.19999 Lei(-12%)
                ",1 review,width: 80%,livrare in 3 zile
"Ultrabook Dell XPS 13 9370 cu procesor Intel® Core™ i5-8250U, 8GB, 128GB SSD, 15 inch",8.95000 Lei,,0 review-uri,width: 0%,în stoc
"Laptop ultraportabil nJoy Aerial cu procesor Intel® Celeron® N3350 pana la 2.40 GHz, Apollo Lake, 13.3"", Full HD, IPS, 4GB, 32GB eMMC, support SSD M.2, Intel® HD Graphics, Microsoft Windows 10, Metal Black",1.15394 Lei,,38 de review-uri,width: 72.6%,în stoc
"Laptop Lenovo Ideapad S145-15IWL cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz Whiskey Lake, 15.6"", Full HD, 8GB, 512GB SSD, Intel UHD Graphics 620, Free DOS, Grey",2.59999 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Apple MacBook Air 13, ecran Retina, procesor Intel® Core™ i5 1.60 GHz, 8GB RAM, 128GB SSD, Intel UHD Graphics 617, macOS, ROM KB, Space Grey",6.62711 Lei,,1 review,width: 80%,ultimul produs in stoc
"Laptop Acer Gaming 15.6'' Nitro 7 AN715-51, FHD 144Hz, Procesor Intel® Core™ i7-9750H (12M Cache, up to 4.50 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1660 Ti 6GB, Linux, Black",6.82395 Lei,,0 review-uri,width: 0%,în stoc
"Laptop Acer Aspire 5 A515-52KG, Intel Core i3-7020U, 15.6inch, RAM 4GB, SSD 256GB, nVidia GeForce MX230 2GB, Linux, Obsidian Black",2.57994 Lei,,0 review-uri,width: 0%,în stoc
"Laptop ASUS X509FA-EJ078 cu procesor Intel® Core™ i5-8265U pana la 3.9 GHz, 15.6"", Full HD, 8GB, 512 GB SSD M.2, fara unitate DVD, fara port retea RJ-45, Intel UHD Graphics 620, Endless OS, culoare Gri",2.64623 Lei,,0 review-uri,width: 0%,în stoc
"Laptop MYRIA MY8311PK, Intel® Celeron® N4000 pana la 2.4GHz, 13.3"" Full HD IPS, 4GB, 32GB eMMC, Intel® HD Graphics 600, Windows 10 Home",99899 Lei,"1.07100 Lei(-6%)
                ",8 review-uri,width: 85%,ultimul produs in stoc
"Laptop Lenovo 13.3'' ThinkBook 13s-IWL, FHD IPS, Procesor Intel® Core™ i7-8565U (8M Cache, up to 4.60 GHz), 8GB DDR4, 256GB SSD, GMA UHD 620, Win 10 Pro, Mineral Grey",4.90042 Lei,"6.66400 Lei(-26%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Apple MacBook Pro 13 cu procesor Intel® Dual Core™ i5 2.30GHz, 13.3"", Ecran Retina, 8GB, 128GB SSD, Intel® Iris Plus Graphics 640, macOS Sierra, ROM KB, Space Grey",7.44464 Lei,,21 de review-uri,width: 94.2%,ultimul produs in stoc
"Laptop ASUS VivoBook MAX X541NA-GO023 cu procesor Intel® Celeron® N3450 pana la 2.20 GHz, 15.6"", HD, 4GB, 500GB, Intel HD Graphics, Endless OS, Chocolate Black",1.22899 Lei,1.28999 Lei,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Apple MacBook Pro 13, ecran Retina, Touch Bar, procesor Intel® Core™ i5 2.30 GHz, 8GB, 256GB SSD, Intel Iris Plus Graphics 655, macOS High Sierra, INT KB, Silver",10.09715 Lei,,3 review-uri,width: 73.4%,ultimul produs in stoc
"Laptop ASUS Gaming 15.6'' ROG Zephyrus S GX531GWR, FHD 240Hz, Procesor Intel® Core™ i7-9750H (12M Cache, up to 4.50 GHz), 24GB DDR4, 1TB SSD, GeForce RTX 2070 8GB, Win 10 Pro, Black",11.49899 Lei,"13.99899 Lei(-17%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Lenovo IdeaPad 330-15IKB cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 512GB SSD, Intel® UHD Graphics 620, Free DOS, Platinum Grey",2.76721 Lei,,3 review-uri,width: 73.4%,în stoc
"Laptop Lenovo V310-15IKB cu procesor Intel® Core™ i5-7200U 2.50 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 1TB, DVD-RW, Intel HD Graphics, Free DOS, Black",1.89999 Lei,"2.39999 Lei(-20%)
                ",1 review,width: 100%,livrare in 4 zile
"Laptop HP 15.6"" 250 G7, FHD, Procesor Intel® Core™ i7-8565U (8M Cache, up to 4.60 GHz), 8GB DDR4, 256GB SSD, GMA UHD 620, Win 10 Home, Silver",3.71800 Lei,,0 review-uri,width: 0%,livrare in 4 zile
"Laptop Apple MacBook Pro 13 cu procesor Intel® Dual Core™ i5 2.30GHz, Pro 13.3"", Ecran Retina, 8GB, 256GB SSD, Intel® Iris Plus Graphics 640, macOS Sierra, ROM KB, Silver",8.65130 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop ASUS 15.6'' VivoBook 15 X512FA, FHD, Procesor Intel® Core™ i3-8145U (4M Cache, up to 3.90 GHz), 8GB DDR4, 256GB SSD, GMA UHD 620, No OS, Transparent Silver",2.23753 Lei,,0 review-uri,width: 0%,livrare in 3 zile
"Laptop Asus X509FJ-EJ023, Intel® Core™ I7-8565U, 8GB DDR4, HDD 1TB, NVIDIA GeForce MX230 2GB, Endless OS",3.14999 Lei,"3.79999 Lei(-17%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Dell Inspiron 15.6"" HD Anti-Glare, Pentium Silver N5000, 4GB DDR4 2666Mhz, 1TB 5400rpm SATA,DVD+/-RW, Intel(R) UHD Graphics 605, Windows 10",1.59999 Lei,"1.99999 Lei(-20%)
                ",0 review-uri,width: 0%,în stoc
"Ultrabook DELL 15.6'' XPS 15 7590 UHD OLED, InfinityEdge, Procesor Intel® Core™ i9-9980HK (16M Cache, up to 5.00 GHz), 32GB DDR4, 1TB SSD, GeForce GTX 1650 4GB, FingerPrint Reader, Win 10 Pro, Silver",17.94800 Lei,,0 review-uri,width: 0%,livrare in 4 zile
"Laptop Dell Latitude 5400, Intel® Core™ i5-8265U, 16GB DDR4, SSD 512GB, Intel® UHD Graphics, Ubuntu 18.04",4.89999 Lei,"5.89999 Lei(-16%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Clevo P775 cu procesor Intel® Core™ i9-9900k (3.6 GHz), 17.3” FHD IPS + G-Sync, 16 GB, 480GB SSD + 1TB HDD, NVIDIA® GeForce RTX 2080 8GB GDDR6, Free DOS, Dark Grey",16.49900 Lei,,0 review-uri,width: 0%,în stoc
"Laptop gaming Lenovo Legion Y740 cu procesor Intel® Core i7-9750H pana la 4.50 GHz Coffee Lake, 17.3"", Full HD, IPS, 144Hz, G-Sync, 32GB, 512GB SSD + 1TB HDD, NVIDIA GeForce RTX 2070 Max-Q 8GB, Free DOS, Black",10.49999 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Apple MacBook 12 cu procesor Intel® Dual Core™ i5 1.30GHz, 12"", Ecran Retina, 8GB, 512GB SSD, Intel® HD Graphics 615, macOS Sierra, ROM KB, Space Grey",8.29999 Lei,"8.89999 Lei(-6%)
                ",1 review,width: 100%,ultimul produs in stoc
"Laptop ASUS VivoBook 15 X540UA cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 256GB SSD, Intel® HD Graphics 620, Endless OS, Chocolate Black",1.59999 Lei,"2.14998 Lei(-25%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop ASUS X541UA-DM1360 cu procesor Intel® Core™ i3-7100U 2.40 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 1TB, DVD-RW, Intel® HD graphics 620, Endless OS, Red",1.89900 Lei,"2.09901 Lei(-9%)
                ",2 review-uri,width: 100%,ultimul produs in stoc
"Laptop HP ProBook 450 G5 cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 1TB, NVIDIA GeForce 930MX 2GB, Free DOS, Silver",3.11899 Lei,"3.33200 Lei(-6%)
                ",3 review-uri,width: 100%,ultimul produs in stoc
"Laptop Lenovo ThinkPad E580 cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, IPS, 8GB, 1TB + 256GB SSD, AMD Radeon RX550 2GB, Microsoft Windows 10 Pro, Black",5.40141 Lei,5.59300 Lei,0 review-uri,width: 0%,în stoc
"Laptop HP ProBook 450 G6 cu procesor Intel® Core™ i7-8565U pana la 4.60 GHz, Whiskey Lake, 15.6"", Full HD, 16GB, 512GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Silver",5.59300 Lei,,0 review-uri,width: 0%,în stoc
"Laptop Gaming Acer Nitro 5 AN515-54-783J cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz Coffee Lake, 15.6"", Full HD, 8GB, 512GB SSD, NVIDIA GeForce GTX 1650 4GB, Linux, Obsidian Black",5.69999 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop MSI Gaming 15.6'' GS65 Stealth 8SE, FHD 144Hz, Procesor Intel® Core™ i7-8750H (9M Cache, up to 4.10 GHz), 16GB DDR4, 512GB SSD, GeForce RTX 2060 6GB, Win 10 Home, Black",8.54390 Lei,"10.34490 Lei(-17%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Lenovo ThinkPad T580 cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, IPS, 16GB, 256GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Black",5.65499 Lei,"8.68699 Lei(-34%)
                ",0 review-uri,width: 0%,în stoc
"Laptop HP 250 G6 cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", 4GB, 500GB, Intel® HD Graphics 620, Free DOS, Dark Ash Silver",1.54900 Lei,"1.99900 Lei(-22%)
                ",2 review-uri,width: 90%,ultimul produs in stoc
"Laptop business AsusPro P5440FA-BM0139R, cu procesor Intel® Core™ i7-8565U pana la 4.60 GHz, Whiskey Lake, 14"", Full HD, 16 GB ( 8 GB on board), 512GB SSD, fara unitate optica, Intel® UHD Graphics 620, Windows 10 Pro, Grey",5.47281 Lei,"7.13881 Lei(-23%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Dell Latitude 5401, Intel Core i7-9850H, 14inch, RAM 16GB, SSD 512GB, nVidia GeForce MX150 2GB, Linux, Grey",8.03999 Lei,"9.29999 Lei(-13%)
                ",0 review-uri,width: 0%,livrare in 3 zile
"Laptop ASUS VivoBook 15 X540UA cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6”, Full HD, 4GB, 1TB, Intel® HD Graphics 620, Endless OS, Silver",1.54999 Lei,"1.84999 Lei(-16%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop ultraportabil ASUS VivoBook S14 S430FA cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 14"", Full HD, 8GB, 256GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10, Silver Blue",3.17899 Lei,"3.99900 Lei(-20%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop ultraportabil HP ProBook 430 G5 cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 13.3"", Full HD, 4GB, 128GB SSD, Intel® UHD Graphics 620, Free DOS, Silver",3.27250 Lei,,1 review,width: 100%,ultimul produs in stoc
"Laptop MSI Gaming 17.3'' GS75 Stealth 8SF, FHD 144Hz, Procesor Intel® Core™ i7-8750H (9M Cache, up to 4.10 GHz), 16GB DDR4, 512GB SSD, GeForce RTX 2070 8GB, Win 10 Home, Black",11.40190 Lei,"13.57590 Lei(-16%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Apple MacBook 12 cu procesor Intel® Dual Core™ M3 1.20GHz, 12"", Ecran Retina, 8GB, 256GB SSD, Intel® HD Graphics 615, macOS Sierra, ROM KB, Space Grey",7.44464 Lei,,2 review-uri,width: 100%,ultimul produs in stoc
"Laptop Dell Latitude 5500, Intel Core i5-8265U, 15.6inch, RAM 8GB, SSD 512GB, Intel UHD Graphics 620, 4G, Linux, Black",4.59990 Lei,"5.99990 Lei(-23%)
                ",0 review-uri,width: 0%,în stoc
"Laptop ultraportabil Lenovo ThinkPad L390 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 13.3"", Full HD, IPS, 8GB, 256GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Black",5.19999 Lei,5.39999 Lei,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Apple MacBook Pro 13 2019, ecran Retina, Touch Bar, procesor Intel® quad-core™ i7 2.8GHz, 16GB RAM, 1TB SSD, Intel Iris Plus 655, macOS, US KB, Space Gray",14.75000 Lei,15.47000 Lei,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop HP ProBook 450 G6 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 4GB, 1TB, Intel® UHD Graphics 620, Free DOS, Silver",2.59999 Lei,"3.19999 Lei(-18%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop 2 in 1 Allview Allbook M cu procesor Intel® Celeron® N3350 pana la 2.40 GHz, 13.3"", Full HD, IPS, 4GB, 64GB eMMC, Intel® HD Graphics, Microsoft Windows 10, Grey",1.33280 Lei,"1.66600 Lei(-20%)
                ",13 review-uri,width: 86.2%,livrare in 4 zile
"Laptop ASUS X540UB-DM548 cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 256GB SSD, DVD-RW, NVIDIA GeForce MX 110 2GB, Endless OS, Chocolate Black",2.25981 Lei,,1 review,width: 100%,în stoc
"Laptop ASUS X512FA cu procesor Intel® Core™ i3-8145U pana la 3.9 GHz, 15.6"", Full HD, 4GB, 256GB SSD M.2, Intel UHD Graphics 620, Free DOS, PEACOCK BLUE",2.12296 Lei,,0 review-uri,width: 0%,în stoc
"Laptop Gaming Acer Predator Helios 300 PH317-53-739D cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz Coffee Lake, 17.3"", Full HD, IPS, 144Hz, 16GB, 1TB HDD, NVIDIA GeForce GTX 1660Ti 6GB, Windows 10 Home, Abysal Black",9.99999 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Notebook 2 in 1, Hp, W8K52AW , 11"", 810EB, I55300U, 256/4 , W10 pro",5.49999 Lei,"9.52055 Lei(-42%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Ultrabook Lenovo ThinkPad X1 Extreme gen 2, Intel Core Coffee Lake i9-9880H, Ecran Ultra HD/4K OLED, Multi Touch, Anti-reflective, SSD 1TB , memorie 32 GB, placa grafica dedicata GTX 1650 4GB, Windows 10 Pro, adaptor la retea RJ45 si Lenovo pen incluse",17.84881 Lei,"22.60881 Lei(-21%)
                ",0 review-uri,width: 0%,livrare in 3 zile
"Laptop Gaming OMEN by HP 17-an108nq cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 17.3"", Full HD, IPS, 120Hz, 8GB, 1TB + 128GB SSD, NVIDIA GeForce GTX 1060 6GB G-Sync, Free DOS, Shadow Black",9.98700 Lei,"13.00000 Lei(-23%)
                ",11 review-uri,width: 100%,livrare in 8 zile
"Laptop Lenovo V130-15IKB cu procesor Intel® Core™ i3-6006U 2.00 GHz, Skylake, 15.6"", Full HD, 4GB, 1TB, Intel HD Graphics 620, Free DOS, Iron Grey",1.78500 Lei,"1.90400 Lei(-6%)
                ",1 review,width: 100%,ultimul produs in stoc
"Laptop MYRIA MY8311GD, Intel® Celeron® N4000 pana la 2.4GHz, 13.3"" Full HD IPS, 4GB, 32GB eMMC, Intel® HD Graphics 600, Windows 10 Home",99899 Lei,"1.07100 Lei(-6%)
                ",8 review-uri,width: 85%,ultimul produs in stoc
"Laptop Asus VivoBook MAX X541NA-GO008, 15.6 HD Intel Celeron Dual Core N3350 ,4GB DDR3,500hdd",1.40000 Lei,"1.66600 Lei(-16%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop HP 15.6"" 250 G7, HD, Procesor Intel® Core™ i3-7020U (3M Cache, 2.30 GHz), 4GB DDR4, 500GB, GMA HD 620, FreeDos, Dark Ash Silver, No ODD",1.49900 Lei,"1.89900 Lei(-21%)
                ",0 review-uri,width: 0%,în stoc
"Laptop HP 15-da1009nq cu procesor Intel Core i5-8265U pana la 3.90 GHz Whiskey Lake, 15.6"", Full HD, 8GB, 256GB SSD, Nvidia GeForce MX110 2GB, Free DOS, Jet Black",2.99999 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop ultraportabil ASUS S431FL cu procesor Intel® Core™ i5-8265U 3.90 GHz Whiskey Lake, 14"", Full HD, 8GB, 256GB SSD, NVIDIA GeForce MX250 2GB, Free DOS, Gun Metal",3.99999 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Lenovo Ideapad S145-15API cu procesor AMD® Ryzen 3 3200U pana la 3.50 GHz, 15.6"", Full HD, 4GB, 128GB SSD, AMD Radeon Vega 3 Graphics, Free DOS, Black",1.59999 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
